X,Y,Z
336039,310,148,-290
336041,312,158,-292
336043,296,158,-270
336045,266,142,-256
336047,222,128,-252
336049,166,86,-228
336051,148,70,-212
336053,128,58,-190
336055,114,52,-196
336057,92,32,-158
336059,82,42,-148
336061,78,48,-128
336063,72,52,-142
336065,66,54,-132
336067,64,56,-134
336069,64,60,-136
336071,58,64,-136
336073,62,62,-132
336075,64,66,-134
336077,64,58,-128
336079,64,64,-132
336081,64,70,-132
336083,64,82,-148
336085,66,92,-140
336087,70,94,-164
336089,70,112,-170
336091,68,106,-186
336093,68,114,-200
336095,74,114,-208
336097,66,126,-218
336099,88,132,-242
336101,102,134,-254
336103,102,140,-252
336105,100,146,-256
336107,102,152,-276
336109,104,158,-278
336111,108,152,-278
336113,114,156,-278
336115,106,152,-284
336117,104,154,-270
336119,96,146,-266
336121,84,148,-262
336123,82,140,-254
336125,72,140,-244
336127,70,134,-232
336129,64,132,-230
336131,60,132,-216
336133,44,130,-204
336135,54,126,-206
336137,40,128,-196
336139,48,118,-192
336141,34,128,-186
336143,38,130,-182
336145,38,124,-182
336147,32,128,-180
336149,42,130,-174
336151,56,126,-174
336153,56,128,-168
336155,58,134,-184
336157,72,132,-184
336159,72,134,-174
336161,80,128,-192
336163,78,130,-192
336165,76,134,-198
336167,86,140,-196
336169,86,136,-198
336171,86,138,-202
336173,88,132,-204
336175,88,134,-204
336177,92,132,-212
336179,78,134,-218
336181,84,128,-208
336183,72,128,-208
336185,84,130,-196
336187,80,126,-208
336189,88,124,-202
336191,74,126,-206
336193,78,120,-194
336195,76,114,-196
336197,84,114,-186
336199,78,120,-182
336201,86,110,-178
336203,80,114,-182
336205,78,114,-174
336207,78,110,-180
336209,80,108,-176
336211,78,112,-180
336213,72,116,-180
336215,78,114,-192
336217,84,112,-178
336219,76,116,-192
336221,74,122,-192
336223,84,118,-202
336225,86,120,-206
336227,84,128,-206
336229,86,124,-208
336231,88,116,-208
336233,82,128,-216
336235,76,140,-222
336237,74,128,-216
336239,72,126,-230
336241,72,128,-222
336243,68,138,-216
336245,70,130,-222
336247,72,136,-224
336249,68,136,-226
336251,76,132,-216
336253,72,128,-218
336255,62,134,-216
336257,68,128,-220
336259,74,132,-214
336261,68,128,-214
336263,68,128,-214
336265,68,124,-206
336267,62,128,-206
336269,66,132,-208
336271,70,128,-202
336273,76,128,-202
336275,70,126,-214
336277,70,126,-198
336279,64,134,-200
336281,62,132,-192
336283,64,134,-200
336285,78,128,-200
336287,76,132,-206
336289,72,132,-200
336291,64,136,-202
336293,68,130,-198
336295,70,132,-206
336297,66,134,-204
336299,62,140,-210
336301,68,132,-210
336303,64,128,-208
336305,54,138,-206
336307,64,134,-204
336309,68,136,-202
336311,70,134,-202
336313,64,140,-210
336315,62,134,-206
336317,68,140,-196
336319,64,136,-196
336321,70,134,-196
336323,76,130,-194
336325,64,140,-192
336327,68,140,-194
336329,60,140,-198
336331,68,134,-192
336333,64,136,-192
336335,64,132,-200
336337,62,136,-196
336339,64,128,-192
336341,72,136,-190
336343,68,138,-192
336345,64,132,-200
336347,68,132,-192
336349,64,136,-188
336351,66,128,-192
336353,64,138,-174
336355,64,138,-194
336357,66,138,-192
336359,74,134,-198
336361,66,132,-198
336363,70,126,-198
336365,66,142,-194
336367,64,138,-200
336369,64,150,-200
336371,64,136,-196
336373,64,136,-214
336375,62,134,-198
336377,62,140,-192
336379,64,138,-196
336381,66,142,-194
336383,60,146,-208
336385,70,146,-196
336387,64,140,-200
336389,54,140,-202
336391,60,138,-198
336393,66,134,-202
336395,58,136,-200
336397,56,146,-204
336399,58,146,-204
336401,64,144,-192
336403,64,136,-214
336405,62,146,-200
336407,56,146,-210
336409,64,144,-202
336411,56,124,-204
336413,52,138,-202
336415,52,142,-202
336417,64,142,-206
336419,68,146,-192
336421,68,136,-192
336423,66,128,-206
336425,70,134,-200
336427,68,142,-202
336429,66,134,-204
336431,72,134,-202
336433,70,128,-202
336435,70,128,-206
336437,74,132,-200
336439,66,134,-202
336441,78,126,-200
336443,72,130,-210
336445,72,128,-194
336447,72,130,-196
336449,72,130,-200
336451,76,136,-196
336453,70,128,-192
336455,72,128,-194
336457,68,128,-198
336459,62,134,-196
336461,68,136,-194
336463,72,128,-200
336465,74,128,-194
336467,64,130,-202
336469,70,130,-194
336471,70,126,-196
336473,68,130,-198
336475,66,136,-200
336477,76,130,-196
336479,66,138,-200
336481,68,134,-196
336483,62,136,-198
336485,70,134,-196
336487,70,134,-198
336489,68,136,-198
336491,70,128,-204
336493,70,130,-192
336495,68,128,-200
336497,64,130,-202
336499,70,128,-206
336501,74,130,-200
336503,68,130,-200
336505,66,134,-196
336507,66,134,-200
336509,70,132,-198
336511,66,132,-196
336513,66,134,-200
336515,76,130,-200
336517,68,130,-194
336519,66,126,-194
336521,64,134,-198
336523,70,132,-204
336525,66,134,-200
336527,64,134,-210
336529,68,134,-206
336531,72,126,-196
336533,74,138,-196
336535,70,134,-204
336537,66,132,-200
336539,74,132,-198
336541,70,132,-204
336543,66,118,-196
336545,66,132,-202
336547,72,130,-200
336549,68,128,-202
336551,78,134,-208
336553,70,130,-204
336555,70,132,-206
336557,64,132,-200
336559,66,130,-200
336561,68,148,-204
336563,68,134,-204
336565,70,130,-210
336567,76,130,-204
336569,76,128,-200
336571,74,128,-198
336573,68,134,-204
336575,76,128,-198
336577,74,128,-196
336579,74,124,-196
336581,64,132,-206
336583,74,128,-206
336585,90,116,-202
336587,74,128,-200
336589,76,128,-206
336591,78,120,-200
336593,76,122,-194
336595,80,122,-202
336597,78,126,-200
336599,78,118,-208
336601,84,120,-200
336603,78,118,-200
336605,72,126,-206
336607,76,124,-204
336609,72,126,-202
336611,80,122,-202
336613,80,122,-206
336615,80,108,-204
336617,88,118,-198
336619,82,120,-204
336621,78,124,-204
336623,84,124,-200
336625,80,122,-202
336627,84,124,-200
336629,78,122,-206
336631,82,116,-202
336633,78,118,-206
336635,88,120,-208
336637,82,124,-210
336639,86,120,-202
336641,72,124,-202
336643,88,120,-212
336645,82,118,-202
336647,82,128,-200
336649,82,118,-216
336651,82,108,-206
336653,80,122,-198
336655,74,122,-210
336657,78,124,-208
336659,84,118,-206
336661,76,128,-204
336663,72,128,-204
336665,82,108,-204
336667,84,118,-202
336669,76,128,-204
336671,80,124,-206
336673,88,122,-212
336675,78,126,-202
336677,76,122,-204
336679,72,120,-206
336681,82,124,-200
336683,76,126,-204
336685,84,124,-208
336687,78,120,-208
336689,76,118,-208
336691,72,128,-208
336693,78,126,-212
336695,76,124,-194
336697,80,120,-204
336699,76,128,-206
336701,74,116,-200
336703,68,134,-204
336705,74,122,-204
336707,72,132,-210
336709,82,122,-204
336711,72,132,-200
336713,68,128,-208
336715,76,118,-206
336717,72,130,-206
336719,74,128,-206
336721,70,128,-200
336723,80,124,-202
336725,72,128,-200
336727,68,136,-196
336729,70,128,-202
336731,72,130,-200
336733,70,130,-198
336735,82,128,-200
336737,72,134,-200
336739,76,128,-204
336741,68,132,-200
336743,70,132,-196
336745,72,130,-202
336747,66,130,-198
336749,70,128,-210
336751,72,126,-198
336753,66,132,-196
336755,74,134,-198
336757,68,130,-198
336759,70,134,-202
336761,70,130,-198
336763,70,132,-194
336765,72,124,-202
336767,60,136,-196
336769,72,132,-204
336771,64,134,-198
336773,76,134,-198
336775,66,134,-198
336777,64,128,-206
336779,62,140,-198
336781,68,132,-196
336783,70,134,-196
336785,76,134,-200
336787,62,142,-198
336789,68,136,-196
336791,62,134,-202
336793,76,132,-192
336795,68,132,-202
336797,64,136,-194
336799,64,138,-202
336801,68,126,-200
336803,64,116,-172
336805,16,114,-98
336807,22,210,-138
336809,36,224,-128
336811,24,238,-120
336813,24,240,-128
336815,12,242,-122
336817,-12,266,-118
336819,-22,272,-128
336821,-46,272,-122
336823,-50,280,-122
336825,-72,294,-118
336827,-74,288,-120
336829,-82,296,-120
336831,-92,310,-128
336833,-78,308,-140
336835,-68,306,-130
336837,-74,304,-136
336839,-80,302,-154
336841,-80,294,-150
336843,-74,280,-160
336845,-70,270,-174
336847,-62,262,-180
336849,-20,280,-294
336851,0,244,-290
336853,30,210,-308
336855,52,190,-308
336857,88,128,-286
336859,106,110,-256
336861,124,90,-252
336863,122,72,-234
336865,134,64,-216
336867,154,68,-212
336869,174,72,-220
336871,184,76,-210
336873,196,74,-206
336875,206,74,-192
336877,218,86,-206
336879,224,88,-198
336881,234,80,-204
336883,246,82,-204
336885,168,102,-154
336887,230,78,-226
336889,240,64,-238
336891,252,100,-232
336893,264,112,-210
336895,256,114,-220
336897,248,118,-218
336899,258,134,-204
336901,238,140,-206
336903,230,142,-196
336905,216,142,-218
336907,216,166,-226
336909,212,176,-234
336911,216,192,-240
336913,228,194,-232
336915,224,192,-228
336917,218,200,-222
336919,222,196,-224
336921,210,194,-240
336923,210,202,-244
336925,206,208,-258
336927,206,212,-260
336929,202,204,-262
336931,202,206,-260
336933,194,200,-268
336935,192,196,-274
336937,182,202,-280
336939,172,206,-286
336941,176,218,-308
336943,180,222,-310
336945,170,220,-322
336947,168,222,-322
336949,152,230,-320
336951,154,232,-316
336953,154,232,-340
336955,150,240,-340
336957,154,242,-352
336959,146,250,-352
336961,142,248,-358
336963,128,258,-360
336965,134,256,-354
336967,130,262,-376
336969,134,260,-378
336971,128,254,-386
336973,126,266,-378
336975,118,264,-384
336977,126,260,-386
336979,116,256,-390
336981,112,256,-390
336983,102,248,-400
336985,114,244,-388
336987,108,244,-398
336989,94,252,-398
336991,104,236,-392
336993,104,242,-392
336995,100,230,-392
336997,104,226,-390
336999,94,218,-386
337001,96,210,-398
337003,94,218,-382
337005,94,216,-400
337007,98,208,-394
337009,100,206,-400
337011,96,202,-392
337013,102,198,-394
337015,98,190,-396
337017,102,192,-400
337019,96,198,-404
337021,94,192,-396
337023,108,188,-404
337025,98,190,-396
337027,102,184,-408
337029,96,182,-404
337031,100,180,-392
337033,98,174,-392
337035,104,166,-396
337037,94,172,-400
337039,98,166,-394
337041,90,168,-388
337043,100,154,-386
337045,96,152,-392
337047,98,160,-388
337049,102,152,-394
337051,106,144,-388
337053,100,142,-384
337055,98,140,-384
337057,100,134,-384
337059,102,138,-386
337061,104,128,-380
337063,98,128,-384
337065,100,134,-382
337067,96,130,-378
337069,106,130,-360
337071,104,128,-372
337073,110,128,-372
337075,102,132,-372
337077,112,130,-370
337079,110,128,-356
337081,100,132,-360
337083,108,128,-356
337085,110,140,-350
337087,102,144,-356
337089,104,146,-356
337091,108,132,-348
337093,102,142,-346
337095,108,142,-356
337097,110,142,-342
337099,112,142,-346
337101,100,152,-354
337103,112,148,-334
337105,102,148,-334
337107,104,154,-324
337109,104,150,-324
337111,106,156,-322
337113,108,150,-320
337115,106,154,-336
337117,106,140,-316
337119,108,148,-306
337121,110,144,-298
337123,116,138,-310
337125,122,146,-294
337127,124,144,-322
337129,124,148,-308
337131,134,138,-302
337133,132,148,-300
337135,142,140,-290
337137,148,128,-290
337139,144,142,-288
337141,152,144,-294
337143,152,142,-292
337145,158,140,-288
337147,146,148,-284
337149,160,140,-282
337151,160,146,-286
337153,170,136,-272
337155,168,136,-286
337157,174,140,-278
337159,170,146,-278
337161,184,142,-258
337163,188,134,-266
337165,192,134,-256
337167,194,134,-264
337169,192,140,-258
337171,204,128,-246
337173,204,134,-258
337175,204,136,-248
337177,212,130,-246
337179,204,130,-238
337181,220,128,-242
337183,216,134,-230
337185,218,128,-234
337187,224,130,-226
337189,216,134,-228
337191,218,138,-224
337193,242,128,-210
337195,220,136,-216
337197,236,136,-212
337199,226,142,-206
337201,230,136,-204
337203,232,136,-204
337205,226,142,-192
337207,226,142,-200
337209,224,142,-192
337211,224,150,-198
337213,218,148,-192
337215,230,142,-184
337217,226,144,-184
337219,224,146,-182
337221,226,144,-190
337223,232,156,-176
337225,218,144,-176
337227,230,144,-166
337229,224,136,-172
337231,232,146,-174
337233,222,140,-174
337235,226,136,-174
337237,216,136,-168
337239,216,132,-162
337241,214,134,-166
337243,218,144,-172
337245,210,132,-156
337247,208,134,-172
337249,214,120,-162
337251,204,124,-164
337253,200,124,-140
337255,204,120,-156
337257,206,114,-162
337259,206,110,-170
337261,196,118,-160
337263,206,102,-150
337265,204,104,-156
337267,202,114,-158
337269,206,102,-150
337271,202,112,-162
337273,208,108,-156
337275,192,110,-160
337277,198,112,-148
337279,194,112,-168
337281,194,120,-158
337283,188,110,-168
337285,190,112,-160
337287,182,112,-160
337289,178,112,-158
337291,184,110,-156
337293,186,110,-154
337295,174,118,-148
337297,176,114,-142
337299,168,124,-126
337301,176,124,-126
337303,168,118,-100
337305,172,122,-126
337307,166,124,-120
337309,176,124,-114
337311,164,126,-122
337313,164,128,-108
337315,156,142,-128
337317,170,144,-132
337319,162,154,-132
337321,162,144,-126
337323,156,144,-132
337325,146,144,-116
337327,150,144,-114
337329,134,152,-120
337331,150,144,-112
337333,142,152,-102
337335,154,146,-96
337337,134,152,-88
337339,128,152,-86
337341,128,162,-72
337343,128,162,-80
337345,136,158,-76
337347,128,160,-68
337349,126,158,-60
337351,120,152,-48
337353,116,152,-42
337355,102,162,-38
337357,110,154,-8
337359,110,150,-8
337361,114,140,6
337363,116,134,12
337365,102,154,20
337367,104,144,24
337369,86,160,56
337371,82,158,52
337373,70,158,64
337375,76,150,68
337377,64,152,78
337379,64,152,104
337381,62,140,110
337383,54,158,124
337385,48,162,122
337387,52,146,134
337389,50,136,146
337391,42,142,178
337393,40,132,176
337395,40,128,176
337397,38,136,188
337399,32,140,192
337401,34,130,196
337403,26,134,202
337405,28,138,218
337407,24,140,214
337409,26,128,234
337411,16,122,234
337413,24,124,252
337415,14,122,248
337417,28,108,270
337419,20,112,274
337421,10,108,272
337423,28,118,256
337425,24,124,256
337427,22,126,260
337429,32,116,256
337431,38,96,262
337433,46,94,280
337435,40,100,262
337437,50,80,264
337439,62,80,270
337441,42,62,272
337443,48,64,254
337445,40,72,256
337447,56,64,248
337449,52,58,254
337451,54,48,256
337453,40,34,252
337455,48,40,262
337457,42,30,244
337459,36,34,242
337461,36,24,228
337463,36,28,224
337465,22,22,216
337467,-10,0,176
337469,4,24,230
337471,64,18,198
337473,10,-28,192
337475,0,26,178
337477,20,4,190
337479,-10,6,168
337481,6,0,176
337483,-12,12,160
337485,-42,4,176
337487,-18,12,152
337489,-48,12,136
337491,-46,6,128
337493,-50,2,130
337495,-56,0,120
337497,-64,-8,116
337499,-66,-4,106
337501,-74,-2,92
337503,-74,-8,94
337505,-86,-10,80
337507,-84,-6,72
337509,-94,-22,70
337511,-94,-12,88
337513,-98,-16,66
337515,-106,-6,50
337517,-112,-14,36
337519,-110,-20,32
337521,-114,-14,34
337523,-120,-14,18
337525,-112,-20,14
337527,-122,-8,10
337529,-120,-18,0
337531,-124,-14,-18
337533,-130,-22,-14
337535,-120,-20,-18
337537,-128,-14,-30
337539,-124,-16,-36
337541,-120,-18,-50
337543,-122,-24,-64
337545,-128,-16,-58
337547,-120,-26,-60
337549,-128,-18,-70
337551,-128,-18,-86
337553,-126,-20,-88
337555,-120,-24,-78
337557,-126,-26,-82
337559,-132,0,-148
337561,-134,-12,-118
337563,-144,-26,-114
337565,-132,-18,-140
337567,-136,-26,-146
337569,-128,-14,-162
337571,-118,0,-156
337573,-150,-12,-174
337575,-144,-22,-162
337577,-142,-14,-158
337579,-144,-40,-162
337581,-126,-50,-148
337583,-142,-42,-166
337585,-138,-44,-180
337587,-138,-32,-192
337589,-130,-40,-202
337591,-132,-34,-198
649614762,5,-132,-34
337594,-142,-54,-220
337596,-108,-34,-192
337598,-134,-52,-192
337600,-106,-34,-200
337602,-122,-42,-208
337604,-124,-56,-216
337606,-128,-52,-206
337608,-124,-56,-206
337610,-102,-32,-244
337612,-98,-44,-242
337614,-140,-40,-242
337616,-108,-48,-244
337618,-128,-50,-250
337620,-100,-22,-224
337622,-118,-38,-256
337624,-160,-42,-270
337626,-150,-46,-270
337628,-156,-30,-286
337630,-162,-32,-282
337632,-170,-38,-278
337634,-178,-42,-282
337636,-182,-52,-278
337638,-178,-54,-278
337640,-180,-58,-280
337642,-190,-64,-274
337644,-192,-80,-276
337646,-204,-82,-282
337648,-192,-88,-272
337650,-192,-90,-284
337652,-200,-94,-296
337654,-200,-90,-306
337656,-210,-100,-298
337658,-208,-102,-284
337660,-210,-104,-272
337662,-216,-100,-306
337664,-210,-102,-304
337666,-216,-102,-308
337668,-214,-96,-312
337670,-212,-100,-312
337672,-202,-110,-298
337674,-200,-110,-306
337676,-206,-98,-316
337678,-208,-98,-328
337680,-214,-100,-322
337682,-216,-98,-328
337684,-228,-88,-342
337686,-224,-96,-336
337688,-212,-102,-342
337690,-222,-96,-328
337692,-228,-94,-328
337694,-234,-100,-324
337696,-234,-100,-310
337698,-240,-96,-330
337700,-248,-96,-328
337702,-250,-96,-346
337704,-248,-104,-334
337706,-248,-104,-322
337708,-258,-98,-328
337710,-250,-102,-320
337712,-246,-102,-326
337714,-240,-104,-332
337716,-250,-100,-332
337718,-242,-100,-324
337720,-238,-94,-338
337722,-228,-92,-332
337724,-228,-96,-336
337726,-228,-94,-344
337728,-220,-104,-340
337730,-214,-104,-336
337732,-218,-102,-340
337734,-226,-100,-340
337736,-208,-100,-340
337738,-206,-92,-340
337740,-206,-94,-344
337742,-210,-94,-336
337744,-202,-100,-338
337746,-196,-96,-322
337748,-200,-96,-340
337750,-200,-92,-334
337752,-194,-88,-334
337754,-202,-80,-328
337756,-194,-84,-326
337758,-204,-78,-336
337760,-192,-84,-320
337762,-192,-72,-328
337764,-186,-78,-332
337766,-194,-72,-340
337768,-190,-72,-320
337770,-192,-64,-334
337772,-184,-64,-324
337774,-188,-56,-332
337776,-180,-62,-338
337778,-180,-56,-336
661869994,5,-180,-56
337781,-182,-46,-330
337783,-182,-42,-334
337785,-170,-38,-336
337787,-172,-32,-338
337789,-160,-36,-336
337791,-170,-26,-350
337793,-164,-22,-342
337795,-168,-20,-340
337797,-154,-16,-328
337800,-154,-14,-336
337802,-150,-14,-338
337804,-146,-14,-322
337806,-146,-8,-328
337808,-138,-10,-330
337810,-138,-14,-320
337812,-134,-18,-320
337814,-132,-14,-320
337816,-130,-14,-320
337818,-128,-6,-316
337820,-128,-14,-314
337822,-120,-8,-298
337824,-118,-14,-308
337826,-116,0,-306
337828,-116,0,-314
337830,-116,-10,-306
337832,-110,-4,-302
337834,-116,6,-304
337836,-104,0,-302
337838,-108,8,-298
337840,-108,6,-296
337842,-110,12,-306
337844,-106,12,-298
337846,-96,20,-292
337848,-104,18,-306
337850,-100,20,-290
337852,-104,22,-286
337854,-102,24,-294
337856,-98,26,-276
337858,-98,20,-286
337860,-98,26,-288
337862,-94,34,-290
337864,-98,42,-284
337866,-88,34,-286
337868,-90,36,-296
337870,-82,34,-290
337872,-86,46,-282
337874,-82,48,-276
337876,-82,44,-282
337878,-68,48,-272
337880,-72,52,-290
337882,-72,52,-268
337884,-70,52,-270
337886,-58,54,-276
337888,-54,62,-264
337890,-58,70,-292
337892,-60,70,-276
337894,-64,76,-264
337896,-72,104,-262
337898,-52,86,-302
337900,-58,68,-256
337902,-42,80,-278
337904,-40,72,-278
337906,-40,86,-278
337908,284,511,-406
337910,511,511,-512
337912,511,511,-512
337914,511,511,-512
337916,511,511,-512
337918,511,511,-512
337920,511,511,-512
337922,511,511,-512
337924,511,511,-512
337926,511,246,-512
337928,-24,-312,-314
337930,-84,-404,56
337932,-256,-512,366
337934,-322,-512,338
337936,-384,-448,38
337938,-400,-274,-70
337940,-428,-214,-142
337942,-436,-200,-138
337944,-512,-246,-122
337946,-512,-308,-16
337948,-512,-338,140
337950,-512,-326,10
337952,-512,-252,-190
337954,-512,-200,-190
337956,-512,-204,-186
337958,-512,-114,-194
337960,-512,-36,-290
337962,-512,110,-274
337964,-512,164,-248
337966,-512,218,-260
337968,-508,272,-290
337970,-440,258,-286
337972,-402,220,-272
337974,-330,148,-180
337976,-290,72,-148
337978,-228,-70,16
337980,-186,-114,60
337982,-148,-130,94
337984,-138,-130,88
337986,-94,-124,96
337988,-78,-88,66
337990,-94,-50,58
337992,-94,-8,14
337994,-92,78,-44
337996,-74,124,-92
337998,-50,136,-122
338000,-8,140,-128
338002,106,152,-114
338004,156,148,-122
338006,220,158,-126
338008,256,162,-114
338010,310,192,-120
338012,376,220,-128
338014,426,232,-130
338016,416,232,-136
338018,511,274,-136
338020,422,298,-130
338022,398,230,-126
338024,374,172,-82
338026,456,308,-60
338028,511,248,-146
338030,418,96,-10
338032,384,156,40
338034,420,192,-92
338036,364,74,6
338038,452,68,44
338040,412,-22,58
338042,448,-12,72
338044,398,-28,72
338046,372,-58,76
338048,336,-62,98
338050,304,-62,98
338052,250,-20,74
338054,208,16,54
338056,192,60,8
338058,150,102,-30
338060,134,110,-36
338062,86,128,-38
338064,70,96,-38
338066,42,96,-38
338068,10,88,-18
338070,-56,92,-26
681006506,5,-56,92
338073,-114,112,-68
338075,-128,128,-56
338077,-156,136,-64
338079,-170,158,-68
338081,-208,136,-82
338083,-218,164,-82
338085,-232,162,-84
338087,-232,164,-78
338089,-246,164,-84
338091,-272,134,-78
338093,-264,106,-76
338095,-268,84,-62
338097,-274,54,-20
338099,-252,28,-20
338101,-256,-12,4
338103,-248,-18,-4
338105,-246,-36,4
338107,-236,-56,20
338109,-222,-50,12
338111,-232,-56,8
338113,-232,-56,24
338115,-210,-56,14
338117,-196,-62,4
338119,-192,-66,20
338121,-170,-64,16
338123,-164,-58,18
338125,-154,-46,8
338127,-144,-38,2
338129,-132,-38,-6
338131,-136,-52,6
338133,-110,-14,-14
338135,-104,-10,-14
338137,-104,8,-20
338139,-80,22,-28
338141,-66,50,-40
338143,-58,56,-54
338145,-46,66,-54
338147,-42,76,-60
338149,-22,98,-74
338151,6,96,-70
338153,2,104,-76
338155,18,102,-74
338157,36,96,-46
338159,48,102,-60
338161,52,98,-44
338163,70,116,-66
338165,76,114,-74
338167,38,54,-72
338169,92,140,-70
338171,98,106,-54
338173,120,114,-46
338175,98,126,-68
338177,112,128,-54
338179,104,132,-78
338181,104,128,-66
338183,96,150,-74
338185,108,152,-90
338187,106,150,-90
338189,110,152,-96
338191,98,156,-102
338193,90,140,-106
338195,96,158,-108
338197,86,160,-112
338199,78,148,-118
338201,80,156,-116
338203,74,132,-126
338205,78,138,-118
338207,36,122,-108
338209,20,118,-98
338211,44,104,-104
338213,24,102,-124
338215,0,98,-124
338217,-12,92,-132
338219,-32,90,-122
338221,-48,64,-124
338223,-56,36,-96
338225,-64,32,-102
338227,-76,20,-92
338229,-86,24,-110
338231,-104,28,-128
338233,-126,20,-132
338235,-144,34,-138
338237,-146,24,-130
338239,-156,20,-134
338241,-174,18,-134
338243,-184,16,-152
338245,-192,28,-142
338247,-188,10,-146
338249,-202,22,-152
338251,-200,32,-156
338253,-224,34,-168
338255,-228,40,-182
338257,-230,44,-180
338259,-232,58,-190
338261,-238,48,-154
338263,-232,44,-170
338265,-232,54,-192
338267,-236,54,-194
338269,-230,56,-192
338271,-234,58,-192
338273,-224,68,-196
338275,-224,64,-204
338277,-224,74,-190
338279,-212,64,-192
338281,-216,64,-194
338283,-202,72,-208
338285,-194,74,-194
338287,-192,70,-196
338289,-184,72,-198
338291,-174,80,-202
338293,-158,84,-202
338295,-156,84,-206
338297,-148,94,-202
338299,-142,96,-212
338301,-118,96,-198
338303,-116,92,-218
338305,-110,98,-204
338307,-108,104,-212
338309,-96,108,-220
338311,-86,110,-218
338313,-82,114,-230
338315,-68,112,-226
338317,-62,108,-228
338319,-64,126,-234
338321,-54,124,-230
338323,-52,128,-234
338325,-52,128,-248
338327,-42,130,-242
338329,-44,134,-248
338331,-20,178,-258
338333,511,511,-512
338335,511,511,-512
338337,511,511,-512
338339,511,511,-512
338341,511,511,-512
338343,511,511,-512
338345,511,511,-512
338347,511,511,-512
338349,511,511,-512
338351,406,470,-512
338353,288,382,-512
338355,122,302,-512
338357,-26,160,-394
338359,-80,110,-298
338361,-76,88,-234
338363,-88,84,-224
338365,-136,36,-186
338367,-184,0,-150
338369,-200,-36,-122
338371,-238,-58,-94
338373,-256,-76,-42
338375,-266,-48,-92
338377,-256,-8,-128
338379,-288,34,-176
338381,-302,92,-192
338383,-320,188,-262
338385,-326,208,-260
338387,-286,218,-262
338390,-256,218,-258
338392,-222,200,-256
338394,-186,162,-222
338396,-172,124,-200
338398,-174,74,-168
338400,-168,38,-138
338402,-158,0,-98
338404,-168,-34,-76
338406,-154,-32,-72
338408,-152,-20,-100
338410,-152,0,-112
338412,-154,16,-144
338414,-142,34,-140
338416,-140,32,-148
338418,-140,50,-156
338420,-108,72,-170
338422,-86,92,-176
338424,-66,80,-170
338426,-48,76,-174
338428,0,68,-162
338430,18,76,-156
338432,32,74,-134
338434,38,84,-146
338436,46,104,-158
338438,40,114,-174
338440,44,118,-162
338442,44,118,-156
338444,22,144,-156
338446,42,36,-160
338448,-12,116,-132
338450,78,130,-120
338452,50,78,-130
338454,78,74,-100
338456,54,74,-80
338458,86,64,-76
338460,84,64,-76
338462,86,78,-78
338464,88,76,-92
338466,78,88,-74
338468,76,80,-80
338470,64,112,-80
338472,56,128,-96
338474,48,128,-98
338476,38,136,-100
338478,6,146,-102
338480,0,136,-90
338482,-10,136,-74
338484,-18,140,-82
338486,-38,140,-80
338488,-40,136,-80
338490,-56,146,-90
338492,-60,148,-90
338494,-74,160,-98
338496,-78,168,-96
338498,-82,178,-100
338500,-84,184,-112
338502,-80,178,-124
338504,-86,178,-122
338506,-94,170,-114
338508,-102,166,-124
338510,-98,158,-116
338512,-104,142,-116
338514,-98,128,-96
338516,-112,118,-110
338518,-106,106,-98
338520,-116,84,-88
338522,-114,80,-78
338524,-112,66,-92
338526,-114,64,-84
338528,-112,54,-86
338530,-108,54,-74
338532,-102,46,-72
338534,-104,54,-72
338536,-88,42,-76
338538,-82,46,-76
338540,-86,44,-64
338542,-82,40,-76
338544,-76,44,-66
338546,-88,50,-64
338548,-74,52,-54
338550,-72,54,-66
338552,-72,64,-76
338554,-68,74,-82
712725930,5,-68,74
338557,-64,84,-82
338559,-64,82,-84
338561,-64,98,-64
338563,-60,104,-88
338565,-58,120,-94
338567,-58,118,-94
338569,-52,124,-92
338571,-48,126,-90
338573,-44,130,-92
338575,-38,130,-90
338577,-28,140,-96
338579,-26,138,-94
338581,-28,144,-94
338583,-20,146,-82
338585,-18,136,-86
338587,-18,146,-88
338589,66,190,-122
338591,422,448,-332
338593,511,511,-408
338595,511,511,-506
338597,511,511,-512
338599,511,511,-512
338601,511,511,-512
338603,511,511,-512
338605,511,511,-512
338607,511,511,-512
338609,511,511,-512
338611,511,442,-512
338614,292,104,-512
338616,178,28,-490
338618,122,2,-384
338620,144,24,-226
338622,148,34,-142
338624,118,12,-98
338626,116,36,-64
338628,68,62,-66
338630,62,68,-50
338632,42,76,-58
338634,26,88,-62
338636,-6,104,-100
338638,-14,114,-102
338640,-16,116,-118
338642,-22,126,-122
338644,-26,128,-124
338646,-6,124,-98
338648,-12,126,-106
338650,-8,126,-86
338652,-10,128,-92
338654,-18,134,-90
338656,-20,132,-78
338658,-32,130,-92
338660,-34,142,-86
338662,-52,126,-68
338664,-48,120,-64
338666,-54,120,-64
338668,-56,122,-60
338670,-62,112,-56
338672,-56,100,-52
338674,-64,108,-54
338676,-70,116,-66
338678,-76,130,-84
338680,-74,146,-92
338682,-74,140,-94
338684,-72,148,-110
338686,-62,150,-106
338688,-52,142,-120
338690,-50,148,-98
338692,-38,146,-114
338694,-24,144,-122
338696,-26,138,-130
338698,-24,134,-116
338700,-32,128,-104
338702,-40,116,-94
338704,-38,98,-94
338706,-38,106,-80
338708,-52,80,-72
338710,-58,78,-84
338712,-60,64,-64
338714,-58,58,-64
